Month,Labor costs (Private),Labor costs (Govt),Refinery Util (Private),Refinery Util (Govt),HME (Median),HME (25th Percentile),HME (75th percentile),IE (Median),IE (25th Percentile),IE (75th Percentile),Automobile Sales,Employee Earnings,U.S. Demographics (in millions),Personal consumption expenditures,BEV Sales (U.S.),EV Regulations (total),Regular Gasoline Prices (dollars per gallon),Crude oil prices (U.S.) (Dollars per barrel),Consumer loans (Dollars),U.S. Crude Oil and Natural Gas Rotary Rigs in Operation (Count),US Dollar Index,Federal Funds Effective Rate,US GDP (in billions),Consumer Credit Data,US Spot Market,Implied Gasoline Demand
May 2020,,,,,0.63%,-1.91%,3.48%,3.00%,0.45%,6.41%,12.55%,,331.43,13251.4,,,1.8695,1.87,772.4541,348,98.34,0.05,,,28.56,7130.8
Jun 2020,0.4%,0.7%,,,2.00%,-0.19%,4.77%,2.68%,0.73%,5.69%,13.55%,,331.45,14027.1,,,2.0822,2.082,763.5013,274,97.39,0.0725,,,38.31,8234.75
Jul 2020,,,,,2.01%,0.00%,5.17%,2.89%,0.89%,6.00%,15.28%,,331.51,14285.1,,,2.18325,2.183,758.7847,255,93.35,0.088,21647.64,4161.626,40.71,8678
Aug 2020,,,,,2.82%,0.00%,6.00%,3.00%,1.00%,6.00%,15.87%, $ 69.29 ,331.59,14428.4,,,2.1824,2.182,754.1445,250,92.14,0.0975,,,42.34,8865
Sep 2020,0.6%,0.3%,,,3.05%,0.00%,6.00%,2.98%,1.00%,5.87%,16.77%,,331.66,14655,,,2.18275,2.183,751.5636,257,93.89,0.09,,,39.63,8478
Oct 2020,,,,,3.14%,0.92%,6.03%,2.84%,1.00%,6.00%,16.66%,,331.75,14702.5,,,2.158,2.158,750.9445,280,94.04,0.09,22024.502,4184.853,39.4,8528.4
Nov 2020,,,,,3.02%,0.50%,6.03%,2.96%,1.00%,5.94%,16.41%,,331.81,14675.8,,,2.1082,2.108,750.89,311,91.87,0.0875,,,40.94,8280.5
Dec 2020,0.8%,0.6%,,,3.62%,1.05%,6.60%,3.00%,1.28%,6.00%,17.05%, $ 68.41 ,331.82,14801.8,,,2.19525,2.195,749.4315,341,89.93,0.088,,,47.02,7931.25
Jan 2021,,,,,4.00%,1.27%,6.75%,3.05%,1.56%,6.75%,16.63%,,331.78,15047.3,470000,10582,2.33425,2.334,746.9079,374,90.58,0.0875,22600.185,4226.82,52,7737.6
Feb 2021,,,,,4.00%,1.20%,7.75%,3.09%,1.55%,6.15%,16.08%,,331.72,14948.2,,,2.501,2.501,745.2569,397,90.88,0.075,,,59.04,7904.75
Mar 2021,1.0%,0.5%,1.0%,0.5%,4.82%,1.85%,8.72%,3.24%,1.85%,6.28%,18.29%,,331.73,15657.6,,,2.8104,2.81,744.7102,408,93.23,0.07,,,62.33,8668.75
Apr 2021,,,,,5.49%,2.23%,9.50%,3.36%,1.99%,6.24%,18.50%, $ 72.34 ,331.79,15854.1,,,2.85825,2.858,738.1334,436,91.28,0.07,23292.362,4418.375,61.72,8914
May 2021,,,,,6.22%,3.00%,10.00%,4.00%,2.35%,8.20%,17.57%,,331.86,15890,,,2.9852,2.985,746.7971,453,90.03,0.06,,,65.17,9162.25
Jun 2021,0.7%,0.7%,,,6.16%,2.37%,10.00%,4.80%,2.46%,8.53%,16.00%,,331.93,16108.5,,,3.06375,3.064,755.3753,464,92.44,0.074,,,71.38,9113.25
Jul 2021,,,,,6.00%,2.01%,10.27%,4.84%,2.51%,8.45%,15.31%,,332.03,16150.8,,,3.136,3.136,762.0807,483,92.17,0.1,23828.973,4477.852,72.49,9544.2
Aug 2021,,,,,5.94%,1.42%,10.00%,5.18%,2.72%,8.73%,13.75%, $ 71.54 ,332.18,16305.6,,,3.1578,3.158,769.1332,501,92.63,0.095,,,67.73,9478.25
Sep 2021,1.5%,0.5%,,,5.53%,1.00%,9.66%,5.31%,2.67%,8.71%,12.75%,,332.29,16398.9,,,3.175,3.175,773.0604,508,94.23,0.08,,,71.65,9198.75
Oct 2021,,,,,5.62%,1.30%,9.90%,5.65%,2.64%,9.27%,13.25%,,332.49,16613.8,,,3.2905,3.291,781.9273,538,94.12,0.08,24654.603,4548.536,81.48,9414.8
Nov 2021,,,,,4.97%,1.02%,9.24%,6.00%,3.02%,9.73%,13.55%,,332.59,16741.6,,,3.3948,3.395,791.715,560,95.99,0.08,,,79.15,9157.5
Dec 2021,1.2%,0.8%,,,5.53%,1.23%,9.42%,5.99%,3.00%,9.28%,13.24%, $ 70.01 ,332.66,16799.2,,,3.3065,3.307,802.7781,579,95.97,0.08,,,71.71,9063.4
Jan 2022,,,,,6.00%,1.69%,9.67%,5.79%,2.62%,9.30%,14.80%,,332.67,16888.6,800000,11655,3.3146,3.315,810.5539,601,96.54,0.08,25029.116,4636.41,83.22,8215.25
Feb 2022,,,,,5.72%,1.57%,9.41%,6.00%,3.01%,9.66%,14.11%,,332.74,16999.7,,,3.51725,3.517,818.8448,636,96.71,0.08,,,91.64,8774
Mar 2022,1.4%,1.1%,1.4%,1.1%,6.00%,1.98%,9.96%,6.58%,3.26%,10.00%,14.05%,,332.87,17203.6,,,4.22175,4.222,835.5297,662,98.31,0.18,,,108.5,8760.5
Apr 2022,,,,,6.00%,2.14%,10.00%,6.35%,3.58%,9.75%,14.49%, $ 71.37 ,333,17310.5,,,4.1085,4.109,851.8307,690,102.96,0.33,25544.273,4724.933,101.78,8752.2
May 2022,,,,,5.78%,1.00%,9.88%,6.58%,3.58%,10.00%,13.40%,,333.13,17384.8,,,4.4436,4.444,863.0345,719,101.75,0.705,,,109.55,8876
Jun 2022,1.3%,0.9%,,,4.38%,-0.12%,9.27%,6.78%,3.55%,10.12%,13.75%,,333.29,17550,,,4.929,4.929,877.4796,738,104.69,1.13,,,114.84,8929.75
Jul 2022,,,,,3.46%,-1.00%,8.00%,6.22%,3.00%,10.00%,13.97%,,333.46,17556.4,,,4.55925,4.559,892.769,757,105.9,1.58,25994.639,4806.343,101.62,8756.4
Aug 2022,,,,,2.09%,-1.20%,7.04%,5.75%,2.01%,9.28%,14.01%, $ 75.96 ,333.64,17692.2,,,3.975,3.975,903.144,764,108.7,2.33,,,93.67,8874
Sep 2022,1.1%,1.7%,,,2.00%,-2.07%,6.38%,5.44%,1.83%,9.10%,14.19%,,333.81,17804,,,3.70025,3.7,914.6263,762,112.12,2.5175,,,84.36,8766.6
Oct 2022,,,,,2.00%,-2.45%,6.92%,5.94%,2.44%,9.57%,15.16%,,333.97,17915.1,,,3.8335,3.815,924.9254,768,111.53,3.08,26408.405,4893.393,87.55,8636
Nov 2022,,,,,1.03%,-2.67%,6.00%,5.23%,2.00%,9.00%,14.79%,,334.11,17892.5,,,3.685,3.685,931.6416,779,105.95,3.68,,,84.37,8599.25
Dec 2022,1.1%,1.1%,,,1.28%,-2.58%,6.05%,4.99%,1.79%,8.00%,14.05%, $ 80.21 ,334.23,17943.6,,,3.21,3.21,936.9333,780,103.52,4.08,,,76.44,8433.6
Jan 2023,,,,,1.11%,-3.00%,6.00%,4.95%,2.00%,8.04%,15.61%,,334.33,18229.6,NaN,NaN,3.3392,3.339,948.7643,772,102.1,4.33,26813.601,4945.833,78.12,8061.25
Feb 2023,,,,,1.39%,-1.83%,5.70%,4.23%,1.61%,7.35%,15.38%,,334.44,18296.5,,,3.38875,3.389,957.5518,758,104.87,4.5175,,,76.83,8681
Mar 2023,1.2%,1.1%,1.2%,1.1%,1.84%,-1.49%,5.73%,4.75%,1.83%,7.77%,15.44%,,334.57,18282.6,,,3.422,3.422,968.3833,752,102.51,4.626,,,73.28,8911.2
Apr 2023,,,,,2.52%,-0.68%,6.00%,4.45%,1.53%,7.13%,16.21%, $ 78.78 ,334.69,18363.8,,,3.603,3.603,977.9455,752,101.66,4.83,27063.012,4974.301,79.45,8896
May 2023,,,,,2.64%,-0.78%,6.00%,4.07%,1.69%,7.81%,16.08%,,334.69,18407.8,,,3.5548,3.555,985.7359,728,104.33,5.03,,,71.58,9186.5
Jun 2023,1.0%,1.0%,,,2.93%,0.00%,6.00%,3.83%,1.63%,6.78%,16.60%,,334.83,18485.4,,,3.571,3.571,991.9996,687,102.91,5.0775,,,70.25,9338.2
Jul 2023,,,,,2.82%,0.00%,6.36%,3.55%,1.39%,6.00%,16.44%,,334.99,18634.9,,,3.597,3.597,996.7938,672,101.86,5.08,27623.543,,76.07,8847
Aug 2023,,,,,3.08%,0.00%,6.52%,3.63%,1.50%,6.97%,15.90%, $ 79.71 ,335.16,18714.7,,,3.83975,3.84,1005.1637,647,103.62,5.33,,,81.39,9032.75
Sep 2023,,,,,3.00%,0.00%,6.54%,3.67%,1.90%,6.41%,16.23%,,335.34,18853.4,,,3.836,3.836,1013.1825,NaN,106.22,5.33,,,89.43,8534.2
